Key,Comment,Japanese,Japanese,English
Erena.Core1-61,,エレナは自分の感覚がなくなっていくのを感じ―――――,エレナは自分の感覚がなくなっていくのを感じ―――――,Erena felt herself losing her senses ―――――
,,,,
Erena.Core1-62,,(誰かッ…助け…),(誰かッ…助け…),(Somebody help...)
,,,,
Erena.Core1-63,,エレナの意識はそこで途絶えるのだった,エレナの意識はそこで途絶えるのだった,Erena's consciousness ceased there.
,,,,
Erena Core Scene２,注釈,聖核シーン2,聖核シーン2,聖核シーン2
,暗転,,,
Erena.Core2-1,,エレナが怪人に捕食されてからしばらくして,エレナが怪人に捕食されてからしばらくして,Some time after Erena was preyed upon by the monster
,,,,
Erena.Core2-2,エレナ,(…………………),(…………………),(.....................)
,,,,
Erena.Core2-3,,(……………………………………っ！),(……………………………………っ！), (.......................................... I'm not sure what you mean!!!)
,,,,
Erena.Core2-4,Erena core 2-1,(………私が怪人に飲み込まれてから一体どれだけの時間が経ったのでしょうか…？),(………私が怪人に飲み込まれてから一体どれだけの時間が経ったのでしょうか…？),(.........How long has it been since I was swallowed by the monster...?)
,,,,
Erena.Core2-5,,(………私は消化されたはずなのに…なぜか思考は出来ている……どうやら生きてはいるようですね),(………私は消化されたはずなのに…なぜか思考は出来ている……どうやら生きてはいるようですね),(......... I am supposed to be digested... but somehow my thoughts are still able to ...... apparently I am still alive)
,,,,
Erena.Core2-6,,(体の感覚はほとんどありませんが………全身……に圧迫感だけは感じます……),(体の感覚はほとんどありませんが………全身……に圧迫感だけは感じます……),"(I can hardly feel my body, but only feel pressure on my ......... whole body ......)"
,,,,
Erena.Core2-7,,(これも聖核戦姫の力………なのでしょうか？),(これも聖核戦姫の力………なのでしょうか？),(Is this also the power of the Seikaku Princess .........?)
,,,,
Erena.Core2-8,Erena core 2-2,その時、エレナは前方に明るい感覚を感じる,その時、エレナは前方に明るい感覚を感じる,"At that moment, Erena feels a bright sensation ahead"
,,,,
Erena.Core2-9,エレナ,(―――――ッ！な、何ですかっ！？),(―――――ッ！な、何ですかっ！？),"(―――――ッ! What, what is that?)"
,,,,
Erena.Core2-10,,(外が明るい…？これなら外に出られるっ！？),(外が明るい…？これなら外に出られるっ！？),(It's bright outside...? I can go outside now!)
,,,,
Erena.Core2-11,,(いえ、迷っている暇はありません！今できることを全力で―――――),(いえ、迷っている暇はありません！今できることを全力で―――――),"(No, there is no time to be lost! Do the best you can now: ―――――)"
,Erena core 2-3,,,
Erena.Core2-12,,ドバッ、ドビュルルルルッ！,ドバッ、ドビュルルルルッ！,"Dobah, doburrrrrrrrrrrrrrrrrrrrrrrrr!"
,,,,
Erena.Core2-13,エレナ,(～～～～～～～～ッ♥♥♥！！！？？！),(～～～～～～～～ッ♥♥♥！！！？？！),(～～～～～～～～♥♥♥♥♥!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!)
,,,,
Erena.Core2-14,,怪人の体に空いた穴から光り輝くゲル状の物質が放出される,怪人の体に空いた穴から光り輝くゲル状の物質が放出される,A glowing gelatinous substance is released from a hole in the monster's body.
,,,,
Erena.Core2-15,,ズルルッ、ドボッ！,ズルルッ、ドボッ！,"Zulu, dobbo!"
,Erena core 2-4,,,
Erena.Core2-16,エレナ,(っ、一体何が起きてっ♥！？),(っ、一体何が起きてっ♥！？),(What the hell is going on?)
,,,,
Erena.Core2-17,,(体の感覚がっ！？、引き伸ばされて…っ！？),(体の感覚がっ！？、引き伸ばされて…っ！？),(I can't feel my body! I'm being stretched...!)
,,,,
Erena.Core2-18,,(これは…私の体が形状を保てていない……！？),(これは…私の体が形状を保てていない……！？),(This... my body is not keeping its shape ......!)
,Erena core 2-5,,,
Erena.Core2-19,,(ちょ、ちょっと待ってください…私はこの怪人に捕食されて),(ちょ、ちょっと待ってください…私はこの怪人に捕食されて),(Wait a minute... I was preyed upon by this monster)
,,,,
Erena.Core2-20,,(そして消化されて…液体になって今外に…それってつまり私……っ！),(そして消化されて…液体になって今外に…それってつまり私……っ！),(And then digested... into liquid and now outside... which means I ......!)
,,,,
Erena.Core2-21,,(―――――い、いえ！、駄目ですっ！これ以上考えてはいけません！),(―――――い、いえ！、駄目ですっ！これ以上考えてはいけません！),"(――――― No, no! No, no! Do not think any more!)"
,,,,
Erena.Core2-22,,(体に力を入れて！…なんとかこの状況を…！),(体に力を入れて！…なんとかこの状況を…！),(Put some strength into your body! ...I've managed to get out of this situation...!)
,,,,
Erena.Core2-23,,その時どこからともなく声が聞こえる,その時どこからともなく声が聞こえる,"Then, out of nowhere, I hear a voice."
,,,,
Erena.Core2-24,研究員,「おーおー、しっかりできてるじゃねえか！実験は成功だな！」,「おーおー、しっかりできてるじゃねえか！実験は成功だな！」,"""Oh, wow, you've done it right! Your experiment is a success!"""
,,,,
Erena.Core2-25,,「あれだけ強かった聖核戦姫が今やこれだからな…いいざまだ」,「あれだけ強かった聖核戦姫が今やこれだからな…いいざまだ」,"The Seikaku Princess was so powerful, and now she's this... it's a good sign."""
,,,,
Erena.Core2-26,エレナ,(誰かいる…！？実験が成功っ？一体どういう事ですかっ？),(誰かいる…！？実験が成功っ？一体どういう事ですかっ？),(Someone is here...! The experiment was successful? What the hell is going on?)
,,,,
Erena.Core2-27,暗転,そしてトングのようなアームが現れ、エレナを掴んで回収していく,そしてトングのようなアームが現れ、エレナを掴んで回収していく,"Then a tong―like arm appears, grabs Erena, and retrieves her."
,Erena core 2-6,,,
Erena.Core2-28,研究員,「よし、大体回収し終わったな」,「よし、大体回収し終わったな」,"Okay, I think we're almost done."
,,,,
Erena.Core2-29,エレナ,(今度は狭い場所にっ…？体が動かせない…っ？！),(今度は狭い場所にっ…？体が動かせない…っ？！),(In a small place this time...? I can't move my body...?)
,,,,
Erena.Core2-30,研究員,「意識はあるようだから一応教えてやる」,「意識はあるようだから一応教えてやる」,"""You seem to be conscious, so I'll tell you what I know."""
,,,,
Erena.Core2-31,,「こいつは手当たり次第に何でも食って溶かすんだが…どうも聖核戦姫の聖核は消化できねえらしくてな」,「こいつは手当たり次第に何でも食って溶かすんだが…どうも聖核戦姫の聖核は消化できねえらしくてな」,"It eats and dissolves anything it comes across but apparently it can't digest the Seikaku of the Seikaku Princess."""
,,,,
Erena.Core2-32,,「それでお前の聖核を抽出するのにこの怪人を使ったんだが…上手くいったようだな」,「それでお前の聖核を抽出するのにこの怪人を使ったんだが…上手くいったようだな」,"So I used this monster to extract your holy core and it seems to have worked."""
,,,,
Erena.Core2-33,エレナ,(…誰だか知りませんがっ！、ふざけないでくださいっ！私の体をっ！),(…誰だか知りませんがっ！、ふざけないでくださいっ！私の体をっ！),(...I don't know who you are! Don't play with me! Don't play with my body!)
,,,,
Erena.Core2-34,研究員,「体なんかいくらでもクローン技術で増やせるからな。必要になった時は聖核は元の体に戻してやるさ」,「体なんかいくらでもクローン技術で増やせるからな。必要になった時は聖核は元の体に戻してやるさ」,"I can clone as many bodies as I want. When the need arises, the Seikaku will be returned to its original body."
,Erena core 2-7,,,
Erena.Core2-35,エレナ,(そんな私の魂を弄ぶようなことをっ！ぐうっ、こんな卑劣な事っ、絶対許さないっ！),(そんな私の魂を弄ぶようなことをっ！ぐうっ、こんな卑劣な事っ、絶対許さないっ！),(Such a thing to play with my soul! I will never allow such a despicable thing!)
,,,,
Erena.Core2-36,,エレナはゲル状の体に力を入れ、容器から脱出しようとする,エレナはゲル状の体に力を入れ、容器から脱出しようとする,Erena tries to force her gelatinous body to escape from the container
,,,,
Erena.Core2-37,研究員,「あ？何やってんだ？」,「あ？何やってんだ？」,"What? What are you doing?"""
,Erena core 2-8,,,
Erena.Core2-38,,ふたが閉じ、エレナは容器内に完全に収容される,ふたが閉じ、エレナは容器内に完全に収容される,The lid closes and Erena is fully contained within the container.
,,,,
Erena.Core2-39,エレナ,(あっ、そ…そんなっ！),(あっ、そ…そんなっ！),"(Oh, that...that's...that's...that's...that's...that's...that's...!)"
,,,,
Erena.Core2-40,研究員,「まったくこんなになっても逃げようとしやがって…しぶとさは流石の聖核戦姫だな」,「まったくこんなになっても逃げようとしやがって…しぶとさは流石の聖核戦姫だな」,"She's still trying to escape even after all this... she's the quintessential Seikaku princess of stubbornness."""
,,,,
Erena.Core2-41,,「まあ心配するな。お前らの聖核にはたくさん使い道があるからな」,「まあ心配するな。お前らの聖核にはたくさん使い道があるからな」,"Don't worry. I have plenty of uses for your Seikaku."""
,,,,
Erena.Core2-42,,「これからお前は加工されていろんな所で役に立てるんだ、悪い事じゃねえだろ？」,「これからお前は加工されていろんな所で役に立てるんだ、悪い事じゃねえだろ？」,"""You're going to be processed and put to use in all kinds of places, so that can't be a bad thing, right?"""
,,,,
Erena.Core2-43,エレナ,(加工って…！？私は聖核戦姫ですッ！そんなことのための存在じゃないっ！),(加工って…！？私は聖核戦姫ですッ！そんなことのための存在じゃないっ！),(Processing...! I am the Seikaku Princess! I'm not here for that!)
,,,,
Erena.Core2-44,研究員,「ははっ！容器がカタカタ揺れてやがる！そんなに嬉しかったか？」,「ははっ！容器がカタカタ揺れてやがる！そんなに嬉しかったか？」,"Hahaha! The container is shaking! Are you that happy?"""
,,,,
Erena.Core2-45,エレナ,(冗談じゃありませんっ！私はっ！私はっ―――――！),(冗談じゃありませんっ！私はっ！私はっ―――――！),(I'm not kidding! I am! I am ―――――!)
,,,,
Erena.Core2-46,,―――――その後、エレナはオナホに加工され、戦闘員達の娯楽として利用されるのだった,―――――その後、エレナはオナホに加工され、戦闘員達の娯楽として利用されるのだった,――――― Erena was then processed into a masturbator and used for the amusement of the combatants.
